word,sentence
pastor,Pastor.
bronx,The Bronx.
jumper,Jumper.
jennings,Jennings.
gale,Gale!
trumpet,Trumpet.
locals,Or maybe he was hoping the locals would tear me apart.
confined,Confined to the infirmary.
followers,His followers?
filmed,Cheers is filmed before a live studio audience.
faking,He's faking.
postpone,Postpone it.
peoples,"Sauron, the enemy of the Free Peoples of Middle-earth, was defeated."
bree,Bree.
comparison,There's no comparison.
ryo,Ryo!
smashing,Smashing.
pickle,Pickle?
montgomery,Montgomery.
buses,The other buses were heading off to hospitals.
madonna,Madonna!
evolved,Evolved?
properties,Unclaimed properties of a valuable nature?
greatness,Greatness.
frances,Frances.
encountered,The man I encountered was a magnificent-looking fellow.
grandmother's,It was my grandmother's.
chet,Chet.
incidentally,Incidentally...
orderly,Orderly!
kimberly,Kimberly.
gamma,Gamma!
hai,Hai.
pittsburgh,Pittsburgh.
flags,Flags!
conducting,They are now conducting an extensive search of the surrounding systems.
denial,Denial.
teenagers,Teenagers.
ere,Come 'ere.
skilled,"I am skilled in the arts of war and military tactics, sire."
guru,Guru!
fiance,My fiance.
surround,Surround him!
gangsters,Gangsters.
jasmine,Jasmine.
gong,Gong!
draws,Something draws near.
recruit,Let me recruit some new men.
calf,"Stone Calf, wait."
stereo,There was a window open with a stereo on and I viddied right at once what to do.
incompetent,Incompetent.
luc,Jean-Luc.
love's,Love's sweet salute.
kidneys,Kidneys.
immigration,Immigration.
dvd,DVD Subtitles by European Captioning Institute
hasty,Don't be hasty.
saul,Saul.
severely,"She is severely fuckable, ain't she?"
sweden,Sweden.
flirt,Now I have to watch her flirt with another man.
valid,"Yes, and they're not valid until they bear my signature and my seal."
stockings,Stockings.
newman,Newman.
drifting,You're drifting.
expressed,She expressed her true feelings for me.
keller,Keller.
kyung,Kyung-min!
pete's,"Oh, for Pete's sake."
voodoo,Voodoo.
flooded,It's flooded.
ounce,You will not be shown an ounce of leniency.
vanilla,Vanilla.
penguin,Penguin!
luthor,Lex Luthor.
suspension,Suspension?
peep,Not a peep.
vernon,Vernon?
haven,C.K. Dexter Haven.
backstage,Backstage.
handles,Handles like a dream.
grandparents,Grandparents?
girlfriend's,What's your girlfriend's name?
achievement,It was an immense achievement.
particles,"And let your imagination grasp, if you can, the effect of a strong, quick jerk on the turf of your hair to release any clinging particles would have on your nervous system."
holler,Holler.
jeanne,Jeanne!
hostess,Hostess!
medals,Medals.
pyramid,Pyramid.
sundays,I sleep in Sundays.
infant,Holy infant
relate,I can relate.
crowds,I hate crowds.
pots,Pots and pans.
josie,Josie.
alvin,Alvin!
buns,Buns.
appearances,Appearances can be deceptive.
publisher,My publisher.
unfinished,Unfinished business.
mop,"Keep your eyes on your mop, man!"
tighter,Tighter.
genie,Genie!
gladys,Gladys.
stripped,When they have finally stripped you of
carly,Carly!
drugged,You drugged me.
upsetting,It's upsetting.
curfew,A curfew is in effect.
jingle,Jingle all the way
por,Por favor.
allright,Allright.
blimey,Blimey.
roar,Roar!
deception,Embrace the deception Learn how to bend
solomon,Solomon.
unpredictable,Unpredictable.
specimen,Contains no specimen.
franco,Franco!
bravery,Bravery.
scholar,Scholar!
powered,SCB powered.
stupidity,Stupidity.
mayor's,Get me the mayor's office on the line.
youve,Youve been a big help.
grind,Don't grind your teeth.
burglary,Burglary.
lila,Lila.
hump,We hump down to the Perfume River to set in for the night.
motives,I don't think it matters what his motives were.
cleaners,Cleaners.
reid,Reid.
cabbage,Cabbage.
longing,"Calling, calling, in the depths of longing."
padre,Padre.
irony,Irony.
toll,The death toll is catastrophic.
cardiac,Cardiac arrest.
nuns,Nuns.
etc,Etc.
imprisoned,It was the First Court what imprisoned Calypso.
worthwhile,Nothing in those files makes their sacrifice worthwhile.
feminine,Feminine.
seldom,That visions are seldom all they seem
overwhelmed,I'm overwhelmed.
sherlock,Sherlock Holmes.
hunk,"I'm just a hunk, a hunk of burning love"
chung,Chung!
hyung,Hyung!
brotherhood,Brotherhood?
rocking,He's rocking the ship.
pupil,Fluctuation of the pupil.
charmed,Charmed.
calculations,"Dear Marty, if my calculations are correct..."
experimental,It's experimental.
limp,"She jabs him with her stinger, and he goes as limp as a boned fish."
norma,Norma!
superiors,Don't forget it when you call your superiors.
jerome,Jerome.
invade,Invade?
haste,Make haste!
milton,Milton.
operated,"This facility was designed, built and is operated mechanically."
sessions,Ida Sessions.
attaboy,Attaboy.
mat,Place the vessel on the mat.
chatting,Nice chatting with you.
mentor,Mentor...
wage,Minimum wage.
sailed,That ship has sailed.
cylon,She's a Cylon.
laverne,Laverne?
plumbing,Plumbing.
santos,Santos!
scratched,It is scratched.
vaughn,Vaughn.
encouraged,So you might say that we are encouraged to love.
initials,Initials.
desmond,Desmond.
amnesia,Amnesia?
sniff,"Scurry, sniff, flinch."
quincy,Quincy.
sigh,A sigh is just a sigh
trout,Trout.
fisherman,I'm a fisherman.
sheldon,Sheldon.
marian,Marian.
stocks,"Stocks, securities, tax-free municipals."
rue,He will rue the very day he stole my kingdom from me!
partly,Partly.
ct,Call CT.
marta,Marta!
skate,Let her skate!
concussion,Concussion.
capsule,A time capsule.
sized,"If you're seeking accommodation, we got some cozy Hobbit-sized rooms available."
incapable,"We are all, by any practical definition of the words foolproof and incapable of error."
bing,Bing!
mary's,St. Mary's.
scorpion,Scorpion!
brock,Brock!
simpler,It couldn't be simpler.
eden,Eden.
pact,We made a pact.
humphrey,Humphrey.
arjun,Arjun!
doggy,Nice doggy.
hicks,Hicks!
swollen,It's swollen.
spiders,Spiders.
ale,Ginger ale.
pea,Sweet pea.
indiana,Indiana.
associated,Right after she asked me if I associated with any criminals.
likewise,Likewise.
leaning,Leaning
scenery,The scenery instantly becomes countless lines
rapid,Rapid fire!
dares,Who dares?
easiest,Easiest thing in the world.
shan,Shan-Tsai
fallon,Fallon.
marriages,I've given 30 years and two marriages to this agency.
ignition,Ignition.
trembling,You're trembling.
manor,Is Wayne Manor in the city limits?
expertise,I need your expertise.
syrup,Maple syrup.
general's,General's orders.
buenos,Buenos dias.
rainy,It's a rainy sight that you're shading.
mal,Mal.
crude,Don't be crude.
rhyme,Song as old as rhyme
bungalow,Bungalow?
y'know,Y'know?
churchill,Churchill.
winters,Most have seen too many winters.
stinky,Stinky.
experiencing,We are currently experiencing a fire alarm.
touchdown,Touchdown!
crappy,Crappy.
truman,Truman.
cocoa,Cocoa.
conquered,Thou art not conquered.
shi,Shi-Kai!
admission,And we could all have a piece of it... for the price of an admission ticket.
jasper,Jasper!
donation,"In addition, the library district has generously responded with a donation of used books and sundries."
environmental,We are in a spiral of environmental decline.
bun,Bun!
paco,Paco!
morons,Morons.
hilda,Hilda!
investigations,Remington Steele Investigations.
conducted,Foreign policy cannot be conducted on the basis of hunches and innuendo.
stationed,Where were you stationed?
compensation,Compensation?
david's,David's right.
paralyzed,He's paralyzed.
sails,Hoist the sails!
greeks,Greeks.
gaining,They're gaining on us.
snatched,"A girl has been snatched by the monster, Lockhart."
promote,I knew it was too early to promote you.
switching,Switching to manual.
passports,Passports.
signor,Signor!
jackpot,Jackpot.
pong,Pong!
excused,You're excused.
melting,I'm melting!
columbus,Columbus.
hu,Hu!
thumbs,Thumbs up.
sultan,Sultan!
recess,Recess.
initiate,Initiate.
tonic,Gin and tonic.
starters,For starters.
trent,Trent.
pika,Pika!
tropical,Tropical.
console,I'm going back to the console.
ecstasy,Ecstasy.
avoided,Don't think you've avoided talking about the principal's office.
pins,Pins.
sanchez,Sanchez.
viewers,"Sensitive viewers, be aware."
liberal,Liberal?
cat's,The cat's out of the bag.
blacks,Blacks?
weighs,It weighs a ton.
vito,Vito!
morale,Morale?
tying,Tying up loose ends.
myung,Myung Soo.
dome,We need to open that dome to inject the nanites.
jai,Jai!
mixing,You think he's... mixing business with pleasure?
bikes,Get the bikes!
vagina,Vagina.
roam,Wherever I may roam
repeated,Repeated from the beginning.
slot,"Stick your card in the slot, and I'll handle it."
elsa,Elsa.
twilight,You've just crossed over into the twilight zone.
destruct,This tape will self-destruct in five seconds.
oof,Oof!
cruelty,"And into this Ring he poured his cruelty, his malice and his will to dominate all life."
unity,Unity.
geneva,Geneva.
wed,"With this ring, I thee wed."
booty,Booty.
natives,The natives are getting restless.
caravan,A caravan.
o'malley,O'Malley.
jewellery,Jewellery?
canvas,"We should drop canvas, sir."
creator,"Michael, do you believe in God, the Father, Creator of Heaven and Earth?"
burgers,I hear they got some tasty burgers.
loaf,Meat loaf.
drawers,"Hot potato, off his drawers, pluck to make amends."
brothel,A brothel.
lowest,From the lowest dungeon to the highest peak I fought with the Balrog of Morgoth.
academic,The family name doesn't get a lot of respect in the academic community.
reno,Reno.
wits,I'm at my wits' end.
donovan,Donovan.
carrots,Carrots.
edmund,Edmund!
savages,Savages!
serum,Truth serum?
grandfather's,It was my grandfather's.
cosmic,We even had a cosmic marriage on board.
zeus,Zeus!
extensive,They are now conducting an extensive search of the surrounding systems.
belongings,Personal belongings.
walkin,Keep walkin'.
ads,There are the want ads.
paddy,Paddy.
banned,Banned?
humiliate,Are you trying to humiliate me?
psychologist,I'm a psychologist.
wandered,Just wandered down the beach.
stacey,Stacey.
headlines,I can see the headlines now.
lindsey,Lindsey.
notorious,"The most notorious pirates from around the world are uniting against our enemy, and yet you sit here cowering in your bathwater!"
doorstep,The Forest of Fangorn lies on our doorstep.
cooks,He cooks like this and he can't even speak French?
sgt,SGT.
malfunction,Malfunction.
spitting,Spitting image.
asset,He would be a great asset.
kindergarten,Midori Kindergarten
landscape,The landscape.
helm,Helm.
maine,Maine.
masses,I have not seen the Omura family giving gold to the masses.
fingernails,Fingernails?
bulletin,We interrupt this program to bring you a special news bulletin.
demanded,The feds demanded a senior detective.
consolation,"If it's any consolation,"
assemble,Assemble the men.
deb,Deb.
stripper,She's a stripper.
goo,"Goo ta-la-la, Soo da-la-la"
zoom,Zoom in.
dj,DJ!
headmaster,Headmaster.
getaway,I want auxiliary units to cover all possible getaway routes.
fa,Fa!
rehearsing,Rehearsing.
roughly,Roughly.
resemblance,The resemblance is uncanny.
samson,Samson!
sakura,Sakura!
squash,Squash.
trance,Trance?
blackout,Blackout.
sounding,You have a cool-sounding name.
grabbing,Why you grabbing me?
cheerleader,"Save the cheerleader, save the world."
bathe,"You knew I was watching you bathe, yet you said nothing."
tribes,The tribes are led by the tribal leaders.
morality,And the only morality in a cruel world is chance.
slips,Pink slips.
complications,No complications.
diapers,Diapers.
merit,But was their crime so great as to merit a death sentence?
homosexual,Homosexual.
reg,Reg.
bombed,I want that tree line bombed!
beau,Beau.
harmed,You won't be harmed.
diversion,A diversion.
tee,"Ristle-tee, rostle-tee Hey, donnie-dostle-tee"
ripping,Go back to ripping off Mob dealers?
drip,"Drip, drip, drop Little April shower"
fuller,Fuller.
tapped,I'm tapped out.
devastated,I was devastated.
exits,Cover the exits.
lotus,Lotus.
elves,Elves?
documentary,It's a documentary.
destructive,It isn't rare to find destructive even criminal behavior.
seals,Wrote the book of the seven seals
law's,The law's the law.
marketing,Marketing.
mozart,Mozart.
stains,I could be sitting here with just pee stains on my rug.
pleasures,You think of women as disposable pleasures rather than meaningful pursuits.
knocks,knocks
chiefs,"Let's go, Chiefs!"
newton,Newton.
jets,Jets!
sobbing,Sobbing
ariel,Ariel!
wagons,Round up those fucking wagons.
perish,Perish the thought.
adjourned,Court is adjourned.
earning,I'm earning my keep.
funky,Funky.
mischief,Mischief!
standby,Standby.
thai,Thai.
informant,"DISPATCHER ON RADIO: 51, informant reports toxic chemicals are stored in a tanker."
pleases,It pleases me.
runaway,Runaway?
packet,One packet of cigarettes.
babysitter,I don't need a babysitter.
trunks,Trunks!
nineteen,Nineteen.
morse,Morse.
liars,Liars!
rover,Rover!
cocky,Don't get cocky.
danno,Danno.
inmates,"Our inmates, properly supervised will be put to work outside these walls performing all manner of public service."
raven,Raven.
suspicions,I have my suspicions.
arise,Arise.
sierra,Sierra.
batter,Batter up!
oppose,We have only to remove those who oppose us.
relaxing,I'm relaxing.
whispers,Rumor grew of a shadow in the East whispers of a nameless fear.
persuaded,Tommy persuaded me to keep the dog.
che,Che.
exercises,You'd better get on with your exercises.
breakthrough,Breakthrough.
condo,That condo was my life.
disguised,They crossed the River Isen on Midsummer's Eve disguised as riders in black.
pharmacy,I'll have the pharmacy call you right back.
asteroid,"Sir, it's quite possible this asteroid is not entirely stable."
purchased,This watch I got here... was first purchased by your great-grandfather during the first World War.
links,Gabriel must have shut down all the satellite links.
grape,Grape Ape.
printing,Let Polly do the printing.
cristina,Cristina.
paramedics,Call the paramedics.
ferris,Ferris.
docks,I heard you're working the cargo docks.
kettle,I'll put the kettle on.
verge,"A little late for trimming the verge, don't you think?"
ferrari,Ferrari.
scanner,517 to scanner control.
lire,50 lire.
caine,Caine.
dawg,"What's up, dawg?"
contagious,It's contagious.
foods,From General Foods.
julio,Julio!
sofia,Sofia.
oklahoma,Oklahoma.
rooster,Rooster!
halls,Deck the halls with boughs of holly
whitey,Whitey.
unlocked,It's unlocked.
cobra,Cobra!
condolences,My condolences.
penthouse,Penthouse.
sadie,Sadie.
smelly,"Smelly cat, smelly cat"
producing,When does she start producing?
transformed,By the year Kennedy was shot Andy had transformed a storage room smelling of turpentine into the best prison library in New England...
armored,Armored Trooper VOTOMS
afghanistan,Afghanistan.
indication,No indication of disease.
locations,"You know, even if these people existed with these facilities in secret locations..."
ting,Ting!
processing,Processing.
